kol_name,ticker,sector,sentiment,confidence,prediction_time,video_id,title,company,sentiment_score
Invest with Henry,XOM,Energy,positive,1.0,2024-10-25 13:11:51+00:00,K6wxlQvh2Pk,WARNING: THESE Stocks Will Explode (Not What You Think),ExxonMobil,0.9
Invest with Henry,COP,Energy,positive,1.0,2024-10-25 13:11:51+00:00,K6wxlQvh2Pk,WARNING: THESE Stocks Will Explode (Not What You Think),ConocoPhillips,0.7
Invest with Henry,WMB,Energy,positive,0.8,2024-10-25 13:11:51+00:00,K6wxlQvh2Pk,WARNING: THESE Stocks Will Explode (Not What You Think),Williams Companies,0.7
Invest with Henry,PSX,Energy,positive,1.0,2024-10-25 13:11:51+00:00,K6wxlQvh2Pk,WARNING: THESE Stocks Will Explode (Not What You Think),Phillips 66,0.7
Invest with Henry,MPC,Energy,positive,1.0,2024-10-25 13:11:51+00:00,K6wxlQvh2Pk,WARNING: THESE Stocks Will Explode (Not What You Think),Marathon Petroleum,0.7
Invest with Henry,OXY,Energy,positive,1.0,2024-10-25 13:11:51+00:00,K6wxlQvh2Pk,WARNING: THESE Stocks Will Explode (Not What You Think),Occidental Petroleum,0.8
Invest with Henry,NVDA,Information Technology,positive,0.98,2024-10-22 15:01:03+00:00,poxUuS2G35o,Make $8000/Month in Safe Passive Income With This Easy Options Strategy,Nvidia,0.3
Invest with Henry,MSFT,Information Technology,positive,0.98,2024-10-22 15:01:03+00:00,poxUuS2G35o,Make $8000/Month in Safe Passive Income With This Easy Options Strategy,Microsoft,0.3
Invest with Henry,AMZN,Consumer Discretionary,positive,0.98,2024-10-22 15:01:03+00:00,poxUuS2G35o,Make $8000/Month in Safe Passive Income With This Easy Options Strategy,Amazon,0.3
Invest with Henry,AVGO,Information Technology,positive,0.98,2024-10-22 15:01:03+00:00,poxUuS2G35o,Make $8000/Month in Safe Passive Income With This Easy Options Strategy,Broadcom,0.5
Invest with Henry,COST,Consumer Staples,negative,0.98,2024-10-22 15:01:03+00:00,poxUuS2G35o,Make $8000/Month in Safe Passive Income With This Easy Options Strategy,Costco,0.0
Invest with Henry,BAC,Financials,positive,1.0,2024-10-21 15:00:13+00:00,EUoWg_CWEDw,WARNING: These Stocks Will Crash Next (Soft Landing Canceled),Bank of America,0.7
Invest with Henry,GS,Financials,negative,1.0,2024-10-21 15:00:13+00:00,EUoWg_CWEDw,WARNING: These Stocks Will Crash Next (Soft Landing Canceled),Goldman Sachs,0.0
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-10-21 15:00:13+00:00,EUoWg_CWEDw,WARNING: These Stocks Will Crash Next (Soft Landing Canceled),Nvidia,0.6
Invest with Henry,NVDA,Information Technology,positive,0.95,2024-10-20 19:00:00+00:00,aLxxxIU_Qxk,URGENT: Maximize Profits on Palantir Stock (PLTR) with THIS Strategy,Nvidia,0.7
Invest with Henry,IBM,Information Technology,negative,0.95,2024-10-20 19:00:00+00:00,aLxxxIU_Qxk,URGENT: Maximize Profits on Palantir Stock (PLTR) with THIS Strategy,IBM,0.0
Invest with Henry,CRM,Information Technology,positive,0.95,2024-10-20 19:00:00+00:00,aLxxxIU_Qxk,URGENT: Maximize Profits on Palantir Stock (PLTR) with THIS Strategy,Salesforce,0.6
Invest with Henry,AMZN,Consumer Discretionary,positive,0.95,2024-10-20 19:00:00+00:00,aLxxxIU_Qxk,URGENT: Maximize Profits on Palantir Stock (PLTR) with THIS Strategy,Amazon,0.7
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-10-19 18:00:04+00:00,aohYavYXYCA,Nvidia Stock (NVDA) - I'm Doing THIS Right Now (Easy Money),Nvidia,1.0
Invest with Henry,BAC,Financials,negative,1.0,2024-10-19 18:00:04+00:00,aohYavYXYCA,Nvidia Stock (NVDA) - I'm Doing THIS Right Now (Easy Money),Bank of America,0.0
Invest with Henry,GS,Financials,negative,1.0,2024-10-19 18:00:04+00:00,aohYavYXYCA,Nvidia Stock (NVDA) - I'm Doing THIS Right Now (Easy Money),Goldman Sachs,0.0
Invest with Henry,AMZN,Consumer Discretionary,positive,1.0,2024-10-15 20:07:50+00:00,mrRsAasTUx4,NEW Options Strategy for HUGE Passive Income,Amazon,0.8
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-10-15 20:07:50+00:00,mrRsAasTUx4,NEW Options Strategy for HUGE Passive Income,Nvidia,0.9
Invest with Henry,MSFT,Information Technology,positive,1.0,2024-10-15 20:07:50+00:00,mrRsAasTUx4,NEW Options Strategy for HUGE Passive Income,Microsoft,0.8
Invest with Henry,GS,Financials,positive,1.0,2024-10-15 20:07:50+00:00,mrRsAasTUx4,NEW Options Strategy for HUGE Passive Income,Goldman Sachs,0.2
Invest with Henry,BAC,Financials,positive,1.0,2024-10-15 20:07:50+00:00,mrRsAasTUx4,NEW Options Strategy for HUGE Passive Income,Bank of America,0.9
Invest with Henry,NVDA,Information Technology,negative,0.9,2024-10-12 18:30:02+00:00,aLVHRWutPoc,Maximize Profits on Palantir (PLTR) Stock Without Buying More Shares!,Nvidia,0.0
Invest with Henry,WMT,Consumer Staples,positive,0.9,2024-10-12 18:30:02+00:00,aLVHRWutPoc,Maximize Profits on Palantir (PLTR) Stock Without Buying More Shares!,Walmart,0.7
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-10-11 19:30:00+00:00,3ksXPTJEHaE,Generate $500 Safe Daily Passive Income (Wheel Option Strategy for Beginners),Nvidia,1.0
Invest with Henry,GS,Financials,negative,1.0,2024-10-11 19:30:00+00:00,3ksXPTJEHaE,Generate $500 Safe Daily Passive Income (Wheel Option Strategy for Beginners),Goldman Sachs,0.0
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-10-10 18:47:04+00:00,N4JvgqFttKg,DO NOT Buy Nvidia Stock (NVDA) - Do THIS Instead,Nvidia,1.0
Invest with Henry,GS,Financials,negative,1.0,2024-10-10 18:47:04+00:00,N4JvgqFttKg,DO NOT Buy Nvidia Stock (NVDA) - Do THIS Instead,Goldman Sachs,0.0
Invest with Henry,GS,Financials,positive,0.9,2024-10-07 16:15:03+00:00,hstDr_1QHxU,Make $8000/Month In Safe Passive Income Selling Covered Calls (Free Options Trading Course),Goldman Sachs,0.1
Invest with Henry,MSFT,Information Technology,positive,0.9,2024-10-07 16:15:03+00:00,hstDr_1QHxU,Make $8000/Month In Safe Passive Income Selling Covered Calls (Free Options Trading Course),Microsoft,0.7
Invest with Henry,NVDA,Information Technology,positive,0.95,2024-10-07 16:15:03+00:00,hstDr_1QHxU,Make $8000/Month In Safe Passive Income Selling Covered Calls (Free Options Trading Course),Nvidia,0.8
Invest with Henry,AMZN,Consumer Discretionary,positive,0.9,2024-10-07 16:15:03+00:00,hstDr_1QHxU,Make $8000/Month In Safe Passive Income Selling Covered Calls (Free Options Trading Course),Amazon,0.2
Invest with Henry,NFLX,Communication Services,negative,0.9,2024-10-07 16:15:03+00:00,hstDr_1QHxU,Make $8000/Month In Safe Passive Income Selling Covered Calls (Free Options Trading Course),Netflix,0.0
Invest with Henry,WMT,Consumer Staples,positive,0.95,2024-10-07 16:15:03+00:00,hstDr_1QHxU,Make $8000/Month In Safe Passive Income Selling Covered Calls (Free Options Trading Course),Walmart,0.9
Invest with Henry,PYPL,Financials,positive,0.9,2024-10-07 16:15:03+00:00,hstDr_1QHxU,Make $8000/Month In Safe Passive Income Selling Covered Calls (Free Options Trading Course),PayPal,0.8
Invest with Henry,KHC,Consumer Staples,positive,0.9,2024-10-07 16:15:03+00:00,hstDr_1QHxU,Make $8000/Month In Safe Passive Income Selling Covered Calls (Free Options Trading Course),Kraft Heinz,0.8
Invest with Henry,IBM,Information Technology,positive,0.9,2024-10-07 16:15:03+00:00,hstDr_1QHxU,Make $8000/Month In Safe Passive Income Selling Covered Calls (Free Options Trading Course),IBM,0.2
Invest with Henry,SBUX,Consumer Discretionary,positive,0.95,2024-10-07 16:15:03+00:00,hstDr_1QHxU,Make $8000/Month In Safe Passive Income Selling Covered Calls (Free Options Trading Course),Starbucks,0.9
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-10-04 21:25:59+00:00,1PDVHOzQgzM,URGENT: Palantir Stock (PLTR) Shareholders Need to Do THIS ASAP!,Nvidia,0.7
Invest with Henry,WMT,Consumer Staples,positive,1.0,2024-10-04 21:25:59+00:00,1PDVHOzQgzM,URGENT: Palantir Stock (PLTR) Shareholders Need to Do THIS ASAP!,Walmart,0.9
Invest with Henry,GS,Financials,negative,1.0,2024-10-04 21:25:59+00:00,1PDVHOzQgzM,URGENT: Palantir Stock (PLTR) Shareholders Need to Do THIS ASAP!,Goldman Sachs,0.0
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-10-03 18:06:32+00:00,1GvzZP1ZZtk,NVDA Perfect Time To Sell Put Options for High Income,Nvidia,1.0
Invest with Henry,AMZN,Consumer Discretionary,positive,0.9,2024-10-03 18:06:32+00:00,1GvzZP1ZZtk,NVDA Perfect Time To Sell Put Options for High Income,Amazon,0.7
Invest with Henry,NFLX,Communication Services,positive,0.9,2024-10-03 18:06:32+00:00,1GvzZP1ZZtk,NVDA Perfect Time To Sell Put Options for High Income,Netflix,0.7
Invest with Henry,GS,Financials,negative,0.9,2024-10-03 18:06:32+00:00,1GvzZP1ZZtk,NVDA Perfect Time To Sell Put Options for High Income,Goldman Sachs,0.0
Invest with Henry,NVDA,Information Technology,positive,0.95,2024-09-29 20:09:27+00:00,zsG8VcjAUyA,WARNING: Tesla Stock (TSLA) Unusual Call Options Activity (DO THIS BEFORE 10/10),Nvidia,0.2
Invest with Henry,AMZN,Consumer Discretionary,negative,0.95,2024-09-29 20:09:27+00:00,zsG8VcjAUyA,WARNING: Tesla Stock (TSLA) Unusual Call Options Activity (DO THIS BEFORE 10/10),Amazon,0.0
Invest with Henry,GM,Consumer Discretionary,negative,0.95,2024-09-29 20:09:27+00:00,zsG8VcjAUyA,WARNING: Tesla Stock (TSLA) Unusual Call Options Activity (DO THIS BEFORE 10/10),General Motors,-0.7
Invest with Henry,GS,Financials,negative,1.0,2024-09-29 20:09:27+00:00,zsG8VcjAUyA,WARNING: Tesla Stock (TSLA) Unusual Call Options Activity (DO THIS BEFORE 10/10),Goldman Sachs,0.0
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-09-27 16:58:15+00:00,_oofy4pJHU8,URGENT: Once in a LIFETIME Stock Market Event IS HERE,Nvidia,0.8
Invest with Henry,MSFT,Information Technology,positive,1.0,2024-09-27 16:58:15+00:00,_oofy4pJHU8,URGENT: Once in a LIFETIME Stock Market Event IS HERE,Microsoft,0.7
Invest with Henry,WMT,Consumer Staples,positive,1.0,2024-09-27 16:58:15+00:00,_oofy4pJHU8,URGENT: Once in a LIFETIME Stock Market Event IS HERE,Walmart,0.9
Invest with Henry,PYPL,Financials,positive,1.0,2024-09-27 16:58:15+00:00,_oofy4pJHU8,URGENT: Once in a LIFETIME Stock Market Event IS HERE,PayPal,0.5
Invest with Henry,AMZN,Consumer Discretionary,positive,1.0,2024-09-27 16:58:15+00:00,_oofy4pJHU8,URGENT: Once in a LIFETIME Stock Market Event IS HERE,Amazon,0.5
Invest with Henry,GS,Financials,negative,1.0,2024-09-26 18:00:53+00:00,O4IYbpCfcxc,Watch a Pro Options Trader Sell Puts Live! (Options for Beginners),Goldman Sachs,0.0
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-09-26 18:00:53+00:00,O4IYbpCfcxc,Watch a Pro Options Trader Sell Puts Live! (Options for Beginners),Nvidia,0.9
Invest with Henry,AVGO,Information Technology,positive,1.0,2024-09-24 23:24:56+00:00,ybNVhJijauE,Double Your Dividends From Stocks With This Easy Options Strategy,Broadcom,0.9
Invest with Henry,JPM,Financials,positive,1.0,2024-09-24 23:24:56+00:00,ybNVhJijauE,Double Your Dividends From Stocks With This Easy Options Strategy,JPMorgan Chase,0.9
Invest with Henry,PG,Consumer Staples,positive,1.0,2024-09-24 23:24:56+00:00,ybNVhJijauE,Double Your Dividends From Stocks With This Easy Options Strategy,Procter & Gamble,0.7
Invest with Henry,JNJ,Health Care,positive,1.0,2024-09-24 23:24:56+00:00,ybNVhJijauE,Double Your Dividends From Stocks With This Easy Options Strategy,Johnson & Johnson,0.9
Invest with Henry,WMT,Consumer Staples,positive,1.0,2024-09-24 23:24:56+00:00,ybNVhJijauE,Double Your Dividends From Stocks With This Easy Options Strategy,Walmart,1.0
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-09-24 23:24:56+00:00,ybNVhJijauE,Double Your Dividends From Stocks With This Easy Options Strategy,Nvidia,1.0
Invest with Henry,GS,Financials,positive,1.0,2024-09-24 23:24:56+00:00,ybNVhJijauE,Double Your Dividends From Stocks With This Easy Options Strategy,Goldman Sachs,0.5
Invest with Henry,SBUX,Consumer Discretionary,negative,1.0,2024-09-24 23:24:56+00:00,ybNVhJijauE,Double Your Dividends From Stocks With This Easy Options Strategy,Starbucks,0.0
Invest with Henry,UNH,Health Care,negative,1.0,2024-09-24 23:24:56+00:00,ybNVhJijauE,Double Your Dividends From Stocks With This Easy Options Strategy,UnitedHealth Group,0.0
Invest with Henry,HON,Industrials,negative,1.0,2024-09-24 23:24:56+00:00,ybNVhJijauE,Double Your Dividends From Stocks With This Easy Options Strategy,Honeywell,0.0
Invest with Henry,MCD,Consumer Discretionary,negative,1.0,2024-09-24 23:24:56+00:00,ybNVhJijauE,Double Your Dividends From Stocks With This Easy Options Strategy,McDonald's,0.0
Invest with Henry,TXN,Information Technology,negative,1.0,2024-09-24 23:24:56+00:00,ybNVhJijauE,Double Your Dividends From Stocks With This Easy Options Strategy,Texas Instruments,0.0
Invest with Henry,MSFT,Information Technology,negative,1.0,2024-09-24 23:24:56+00:00,ybNVhJijauE,Double Your Dividends From Stocks With This Easy Options Strategy,Microsoft,0.0
Invest with Henry,PLTR,Information Technology,positive,0.9,2024-09-24 23:24:56+00:00,ybNVhJijauE,Double Your Dividends From Stocks With This Easy Options Strategy,Palantir Technologies,0.2
Invest with Henry,GS,Financials,positive,1.0,2024-09-22 20:07:00+00:00,eHfUNejlgnc,Generate Safe Weekly Passive Income (Wheel Option Strategy for Beginners),Goldman Sachs,0.2
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-09-22 20:07:00+00:00,eHfUNejlgnc,Generate Safe Weekly Passive Income (Wheel Option Strategy for Beginners),Nvidia,0.9
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-09-21 20:07:00+00:00,0J_pR9NKLYw,Tom Lee: THESE Stocks Are About to EXPLODE,Nvidia,1.0
Invest with Henry,BAC,Financials,positive,1.0,2024-09-21 20:07:00+00:00,0J_pR9NKLYw,Tom Lee: THESE Stocks Are About to EXPLODE,Bank of America,1.0
Invest with Henry,KHC,Consumer Staples,positive,1.0,2024-09-21 20:07:00+00:00,0J_pR9NKLYw,Tom Lee: THESE Stocks Are About to EXPLODE,Kraft Heinz,0.5
Invest with Henry,XOM,Energy,positive,1.0,2024-09-21 20:07:00+00:00,0J_pR9NKLYw,Tom Lee: THESE Stocks Are About to EXPLODE,ExxonMobil,1.0
Invest with Henry,SLB,Energy,positive,1.0,2024-09-21 20:07:00+00:00,0J_pR9NKLYw,Tom Lee: THESE Stocks Are About to EXPLODE,Schlumberger,1.0
Invest with Henry,AMZN,Consumer Discretionary,positive,1.0,2024-09-21 20:07:00+00:00,0J_pR9NKLYw,Tom Lee: THESE Stocks Are About to EXPLODE,Amazon,1.0
Invest with Henry,BAC,Financials,positive,1.0,2024-09-20 20:07:00+00:00,oLxPKfwLL7Y,URGENT: Only THESE Stocks Will Go Up As Rates Get Cut,Bank of America,0.6
Invest with Henry,WMT,Consumer Staples,positive,1.0,2024-09-20 20:07:00+00:00,oLxPKfwLL7Y,URGENT: Only THESE Stocks Will Go Up As Rates Get Cut,Walmart,0.6
Invest with Henry,KHC,Consumer Staples,positive,1.0,2024-09-20 20:07:00+00:00,oLxPKfwLL7Y,URGENT: Only THESE Stocks Will Go Up As Rates Get Cut,Kraft Heinz,0.7
Invest with Henry,AVGO,Information Technology,positive,1.0,2024-09-20 20:07:00+00:00,oLxPKfwLL7Y,URGENT: Only THESE Stocks Will Go Up As Rates Get Cut,Broadcom,0.7
Invest with Henry,AMZN,Consumer Discretionary,positive,1.0,2024-09-20 20:07:00+00:00,oLxPKfwLL7Y,URGENT: Only THESE Stocks Will Go Up As Rates Get Cut,Amazon,0.9
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-09-20 20:07:00+00:00,oLxPKfwLL7Y,URGENT: Only THESE Stocks Will Go Up As Rates Get Cut,Nvidia,0.9
Invest with Henry,MSFT,Information Technology,positive,1.0,2024-09-20 20:07:00+00:00,oLxPKfwLL7Y,URGENT: Only THESE Stocks Will Go Up As Rates Get Cut,Microsoft,0.9
Invest with Henry,PYPL,Financials,positive,1.0,2024-09-20 20:07:00+00:00,oLxPKfwLL7Y,URGENT: Only THESE Stocks Will Go Up As Rates Get Cut,PayPal,1.0
Invest with Henry,GS,Financials,negative,1.0,2024-09-20 20:07:00+00:00,oLxPKfwLL7Y,URGENT: Only THESE Stocks Will Go Up As Rates Get Cut,Goldman Sachs,0.0
Invest with Henry,AMZN,Consumer Discretionary,negative,0.9,2024-09-19 20:07:00+00:00,W_22zOIP0NU,Why I'm Buying Palantir to Get Rich in 2025,Amazon,0.0
Invest with Henry,GS,Financials,negative,0.9,2024-09-19 20:07:00+00:00,W_22zOIP0NU,Why I'm Buying Palantir to Get Rich in 2025,Goldman Sachs,0.0
Invest with Henry,BRK.B,Financials,negative,1.0,2024-09-18 20:07:00+00:00,PCIPZ-jvtM0,Apple Stock (AAPL) is in Trouble (Hedge With Options Now),Berkshire Hathaway,-0.2
Invest with Henry,INTC,Information Technology,negative,1.0,2024-09-18 20:07:00+00:00,PCIPZ-jvtM0,Apple Stock (AAPL) is in Trouble (Hedge With Options Now),Intel,-0.4
Invest with Henry,SBUX,Consumer Discretionary,negative,1.0,2024-09-18 20:07:00+00:00,PCIPZ-jvtM0,Apple Stock (AAPL) is in Trouble (Hedge With Options Now),Starbucks,0.0
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-09-18 20:07:00+00:00,PCIPZ-jvtM0,Apple Stock (AAPL) is in Trouble (Hedge With Options Now),Nvidia,0.8
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-09-16 20:07:00+00:00,hcHdbnoW1_U,"Nvidia Stock (NVDA) is About to Explode, Says Morgan Stanley",Nvidia,0.9
Invest with Henry,MS,Financials,negative,1.0,2024-09-16 20:07:00+00:00,hcHdbnoW1_U,"Nvidia Stock (NVDA) is About to Explode, Says Morgan Stanley",Morgan Stanley,0.0
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-09-15 21:29:51+00:00,_6uSPoybec0,"$2,338 Premium Collected Selling Put Spreads (LIVE Option Trading)",Nvidia,1.0
Invest with Henry,ABNB,Consumer Discretionary,positive,1.0,2024-09-15 21:29:51+00:00,_6uSPoybec0,"$2,338 Premium Collected Selling Put Spreads (LIVE Option Trading)",Airbnb,0.9
Invest with Henry,NVDA,Information Technology,positive,0.95,2024-09-12 20:31:23+00:00,4KM6cXYpN7A,PORTFOLIO REVEAL: I Make $15K on PLTR & NVDA Stocks Weekly (Here's How),Nvidia,0.95
Invest with Henry,ABNB,Consumer Discretionary,positive,0.95,2024-09-12 20:31:23+00:00,4KM6cXYpN7A,PORTFOLIO REVEAL: I Make $15K on PLTR & NVDA Stocks Weekly (Here's How),Airbnb,0.7
Invest with Henry,AMZN,Consumer Discretionary,positive,0.95,2024-09-12 20:31:23+00:00,4KM6cXYpN7A,PORTFOLIO REVEAL: I Make $15K on PLTR & NVDA Stocks Weekly (Here's How),Amazon,0.7
Invest with Henry,BAC,Financials,positive,0.95,2024-09-12 20:31:23+00:00,4KM6cXYpN7A,PORTFOLIO REVEAL: I Make $15K on PLTR & NVDA Stocks Weekly (Here's How),Bank of America,0.8
Invest with Henry,GS,Financials,negative,1.0,2024-09-11 20:07:00+00:00,7ysP9AJMfVw,3 Options Strategies to Get Rich (Without Getting Lucky),Goldman Sachs,0.0
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-09-11 20:07:00+00:00,7ysP9AJMfVw,3 Options Strategies to Get Rich (Without Getting Lucky),Nvidia,0.7
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-09-09 20:25:25+00:00,--7laF-OZQw,Make Money When Stocks Crash (Call Credit Spreads for Beginners),Nvidia,0.3
Invest with Henry,AMZN,Consumer Discretionary,negative,1.0,2024-09-09 20:25:25+00:00,--7laF-OZQw,Make Money When Stocks Crash (Call Credit Spreads for Beginners),Amazon,0.0
Invest with Henry,COIN,Financials,negative,1.0,2024-09-09 20:25:25+00:00,--7laF-OZQw,Make Money When Stocks Crash (Call Credit Spreads for Beginners),Coinbase,0.0
Invest with Henry,MSFT,Information Technology,negative,0.9,2024-09-08 17:05:00+00:00,LUayI3fUYCc,DON'T BUY NVIDIA (NVDA) Until It Hits THIS PRICE! (Sell Puts Instead),Microsoft,0.0
Invest with Henry,GS,Financials,negative,0.9,2024-09-08 17:05:00+00:00,LUayI3fUYCc,DON'T BUY NVIDIA (NVDA) Until It Hits THIS PRICE! (Sell Puts Instead),Goldman Sachs,0.0
Invest with Henry,AMZN,Consumer Discretionary,negative,0.9,2024-09-06 20:07:00+00:00,1IYoQD4ElP4,My Palantir Stock (PLTR) 2025 Price Target & LEAP Option Strategy,Amazon,0.0
Invest with Henry,NVDA,Information Technology,negative,0.9,2024-09-06 20:07:00+00:00,1IYoQD4ElP4,My Palantir Stock (PLTR) 2025 Price Target & LEAP Option Strategy,Nvidia,0.0
